,text
783,"<s>[INST]“4760cm3 = ……….” 
 Đáp án cần điền vào chỗ chấm là:, các đáp án
4,76dm3
4,76m3
4,76cm3
47,6dm3[/INST]</s>
Lời giải:1cm3 = 0.001dm3, 1cm3 = 0.000001m3. Nên 4760cm3 = 4760 $\times$ 0.001 = 4,76dm3
Chọn đáp án:4,76dm3"
784,"<s>[INST]“3 giờ 35 phút = ……phút” Số thích hợp cần điền vào chỗ chấm là:, các đáp án
335
3,35
215
225[/INST]</s>
Lời giải:3 giờ 35 phút = 215 phút
Chọn đáp án:215"
785,"<s>[INST]Hiệu của số tròn chục lớn nhất có ba chữ số và số nhỏ nhất có ba chữ số là:, các đáp án
890
800
880
790[/INST]</s>
Lời giải:Số tròn chục lớn nhất có ba chữ số là 990, số nhỏ nhất có ba chữ số là 100: Hiệu của số tròn chục lớn nhất có ba chữ số và số nhỏ nhất có ba chữ số là: 990 - 100 = 890
Chọn đáp án:890"
786,"<s>[INST]Hiệu hai số bằng 50. Số thứ hai gấp lên 6 lần ta được số thứ nhất. Số thứ hai là:, các đáp án
10
50
60
40[/INST]</s>
Lời giải:Hiệu hai số bằng 50. Số thứ hai gấp lên 6 lần ta được số thứ nhất. Số thứ nhất là 60, số thứ hai là 10
Chọn đáp án:10"
787,"<s>[INST]Hình bình hành có đặc điểm gì?, các đáp án
Hai cặp cạnh đối diện vuông góc
Hai cặp cạnh đối diện cắt nhau
Hai cặp cạnh đối diện song song và bằng nhau
Không có đặc điểm nhận biết[/INST]</s>
Lời giải:Đặc điểm hình bình hành: Tứ giác có hai cặp cạnh đối diện vừa song song và vừa bằng nhau là hình bình hành. Tứ giác có hai cặp góc đối bằng nhau là hình bình hành. Tứ giác có hai đường chéo cắt nhau tại trung điểm của mỗi đường là hình bình hành.
Chọn đáp án:Hai cặp cạnh đối diện song song và bằng nhau"
788,"<s>[INST]Hình chóp tứ giác có bao nhiêu mặt là tam giác?, các đáp án
5
6
3
4[/INST]</s>
Lời giải:Hình chóp tứ giác có 3 mặt là tam giác
Chọn đáp án:4"
789,"<s>[INST]Hình chữ nhật ABCD có chiều dài 6 cm, chiều rộng 4 cm. Chu vi của hình chữ nhật là:, các đáp án
10 cm
20 cm
24 cm²
24 cm[/INST]</s>
Lời giải:Hình chữ nhật ABCD có chiều dài 6 cm, chiều rộng 4 cm. Chu vi của hình chữ nhật là: 2 ${\times}$ ( 6 + 4) = 20
Chọn đáp án:20 cm"
790,"<s>[INST]Hình chữ nhật ABCD có chiều dài 6 cm, chiều rộng 4 cm. Diện tích của hình chữ nhật là:, các đáp án
24 cm²
24cm
20 cm²
20 cm[/INST]</s>
Lời giải:Hình chữ nhật ABCD có chiều dài 6 cm, chiều rộng 4 cm. Diện tích của hình chữ nhật là: 6cm ${\times}$ 4cm = 24 cm2
Chọn đáp án:24 cm²"
791,"<s>[INST]Hình đa diện nào sau đây không có mặt cầu ngoại tiếp?, các đáp án
Hình chóp với đáy là hình thoi có một góc
Hình chóp có đáy là ngũ giác đều
Hình hộp chữ nhật
Hình lăng trụ đứng có đáy là hình thang cân[/INST]</s>
Lời giải:Hình chóp với đáy là hình thoi có một góc không có mặt cầu ngoại tiếp
Chọn đáp án:Hình chóp với đáy là hình thoi có một góc"
792,"<s>[INST]Hình hộp chữ nhật có ba kích thước đôi một khác nhau có bao nhiêu mặt phẳng đối xứng?, các đáp án
9 mặt phẳng
4 mặt phẳng
6 măt phẳng
3 mặt phẳng[/INST]</s>
Lời giải:Hình hộp chữ nhật có ba kích thước đôi một khác nhau có 3 mặt phẳng đối xứng
Chọn đáp án:3 mặt phẳng"
793,"<s>[INST]Hình tam giác có cạnh đáy 42,5m và diện tích là 11050dm2. Chiều cao của hình tam giác là:, các đáp án
1dm
0dm
3dm
2dm[/INST]</s>
Lời giải:11050dm2 = 110,5m2 .Chiều cao hình tam giác: 110,5 ${\times}$ $\frac{2}{42}$, 5 = 52
Chọn đáp án:2dm"
794,"<s>[INST]Hình tam giác có diện tích 600cm2, độ dài đáy là 40cm. Chiều cao của tam giác là:, các đáp án
15cm
30cm
30
15[/INST]</s>
Lời giải:Hình tam giác có diện tích 600cm2, độ dài đáy là 40cm. Chiều cao của tam giác là: 600 ${\times}$ 2 : 40 = 30 (cm)
Chọn đáp án:30cm"
795,"<s>[INST]“3 tạ 56kg = …..tạ”. Số thích hợp điền vào chỗ chấm là:, các đáp án
3056
3,56
35,6
356[/INST]</s>
Lời giải:3 tạ 56kg = 3,56tạ
Chọn đáp án:3,56"
796,"<s>[INST]Hình thang ABCD có độ dài hai đáy lần lượt là 6cm và 4cm, chiều cao 3cm. Diện tích của hình thang ABCD là:, các đáp án
30cm2
15cm2
72cm2
36cm2[/INST]</s>
Lời giải:Hình thang ABCD có độ dài hai đáy lần lượt là 6cm và 4cm, chiều cao 3cm. Diện tích của hình thang ABCD là: (6 + 4) ${\times}$ 3 : 2 = 15 (cm2)
Chọn đáp án:15cm2"
797,"<s>[INST]Hình thoi ABCD có độ dài đường chéo AC là 1,2m; Độ dài đường chéo BD bằng 75% độ dài đường chéo AC. Diện tích hình thoi đó là:, các đáp án
0,96 m2
0,92 m2
1,08 m2
0,54 m2[/INST]</s>
Lời giải:Hình thoi ABCD có độ dài đường chéo AC là 1,2m; Độ dài đường chéo BD bằng 75% độ dài đường chéo AC. Diện tích hình thoi đó là: 1,2 ${\times}$ 0,75 ${\times}$ 1,2 ${\times}$ 0,5 = 0,54 m2
Chọn đáp án:0,54 m2"
798,"<s>[INST]Hình tròn có bán kính 0,5 m. Chu vi của hình tròn đó là:, các đáp án
6,28 m
3,14 m
12,56 m
1,57 m[/INST]</s>
Lời giải:Hình tròn có bán kính 0,5 m. Chu vi của hình tròn đó là: 0,5 ${\times}$ 2 ${\times}$ 3,14 = 3,14m
Chọn đáp án:3,14 m"
799,"<s>[INST]Hình tròn có bán kính r = 4,4 dm. Vậy chu vi hình tròn là, các đáp án
27632 dm
273,62 dm
27,632 dm
27, 0632 dm[/INST]</s>
Lời giải:Hình tròn có bán kính r = 4,4 dm. Chu vi của hình tròn đó là: 4,4 ${\times}$ 2 ${\times}$ 3,14 = 27,632
Chọn đáp án:27,632 dm"
800,"<s>[INST]Hình tròn thứ nhất có đường kính bằng bán kính hình tròn thứ hai. Tỉ số phần trăm diện tích của hình tròn thứ nhất và hình tròn thứ hai là:, các đáp án
20%
25%
40%
50%[/INST]</s>
Lời giải:Hình tròn thứ nhất có đường kính bằng bán kính hình tròn thứ hai. Tỉ số phần trăm diện tích của hình tròn thứ nhất và hình tròn thứ hai là: 1/ 4 ${\times}$ 100 = 25% 
Chọn đáp án:25%"
801,"<s>[INST]Hình vuông ABCD có cạnh dài 5cm. Chu vi của hình vuông là?, các đáp án
20 cm
10 cm
25 cm2
25 cm[/INST]</s>
Lời giải:Hình vuông ABCD có cạnh dài 5cm. Chu vi của hình vuông là: 5 ${\times}$ 4 = 20
Chọn đáp án:20 cm"
802,"<s>[INST]Hình vuông có cạnh 9cm. Diện tích hình vuông là:, các đáp án
36cm²
81cm
81cm²
36cm[/INST]</s>
Lời giải:Hình vuông có cạnh 9cm. Diện tích hình vuông là: 9 ${\times}$ 9 = 81
Chọn đáp án:81cm²"
803,"<s>[INST]Hoa bán 5 kg giấy cũ, mỗi ki-lô-gam được 8000 đồng và 1 kg bìa sách cũ được 3000 đồng. Vậy số tiền Hoa kiếm được là:, các đáp án
43 000 đồng
23 000 đồng
11 000 đồng
55 000 đồng[/INST]</s>
Lời giải:Hoa bán 5 kg giấy cũ được số tiền là: 8000 ${\times}$ 5 = 40000 (đồng)
 Số tiền Hoa kiếm được là: 40000 + 3000 = 43000 (đồng)
Chọn đáp án:43000 đồng"
804,"<s>[INST]Hoa bắt đầu giúp mẹ lau sàn nhà lúc 16 giờ rưỡi và lau xong lúc 17 giờ kém 5 phút. Vậy thời gian Hoa lau xong sàn nhà là:, các đáp án
15 phút
20 phút
25 phút
30 phút[/INST]</s>
Lời giải:Đổi 16 giờ rưỡi = 16 giờ 30 phút 
 17 giờ kém 5 phút = 16 giờ 55 phút. 
 Thời gian Hoa lau xong sàn nhà là: 16 giờ 55 phút – 16 giờ 30 = 25 phút 
 Đáp số: 25 phút
Chọn đáp án:25 phút"
805,"<s>[INST]Hoa có 45 cái kẹo. Hoa chia cho Hồng $\frac{1}{3}$ số kẹo Hoa có. Hỏi Hồng được chia bao nhiêu cái kẹo?, các đáp án
30 cái kẹo
15 cái kẹo
16 cái kẹo
20 cái kẹo[/INST]</s>
Lời giải:Hoa có 45 cái kẹo. Hoa chia cho Hồng $\frac{1}{3}$ số kẹo Hoa có. Số kẹo Hồng được chia là: 45 ${\times}$ $\frac{1}{3}$ = 15
Chọn đáp án:15 cái kẹo"
806,"<s>[INST]“3 tấn 250kg = ……..tấn”. Số cần điền vào chỗ chấm là:, các đáp án
3025
3250
3,025
3,25[/INST]</s>
Lời giải:3 tấn 250kg = 3 tấn + tấn = 3,25 tấn
Chọn đáp án:3,25"
807,"<s>[INST]Hoa có 5 cái kẹo. Số kẹo Lan có gấp 2 lần số kẹo Hoa có. Vậy số kẹo Lan có là:, các đáp án
16 cái kẹo
14 cái kẹo
10 cái kẹo
12 cái kẹo[/INST]</s>
Lời giải:Hoa có 5 cái kẹo. Số kẹo Lan có gấp 2 lần số kẹo Hoa có. Vậy số kẹo Lan có là: 5 ${\times}$ 2 = 10
Chọn đáp án:10 cái kẹo"
808,"<s>[INST]Hoà có 8 cái cặp tóc: 3 cái màu đỏ, 4 cái màu xanh, 1 cái màu tím. Phân số chỉ số phần cặp tóc màu đỏ của Hoà là:, các đáp án
$\frac{3}{8}$
$\frac{4}{8}$
$\frac{1}{4}$
$\frac{1}{8}$[/INST]</s>
Lời giải:Hoà có 8 cái cặp tóc: có 3 cái màu đỏ. Phân số chỉ số phần cặp tóc màu đỏ của Hoà là $\frac{3}{8}$
Chọn đáp án:$\frac{3}{8}$"
809,"<s>[INST]Hoa có nhiều hơn Mai 13 cái bút. Hoa mua thêm 7 cái bút và Mai mua thêm 16 cái. Khi đó:, các đáp án
Hoa có nhiều hơn Mai 6 cái bút
Mai có nhiều hơn Hoa 9 cái bút
Hoa có nhiều hơn Mai 4 cái bút
Mai có nhiều hơn Hoa 3 cái bút[/INST]</s>
Lời giải:Mai mua nhiều hơn Hoa số cái bút là: 16 – 7 = 9 (cái bút)
 So sánh: 13 > 9. 
 Vậy Hoa có số bút nhiều hơn Mai
 Hiện tại Hoa hơn Mai số bút là: 13 – 9 = 4 (cái bút) 
 Vậy Hoa nhiều hơn Mia 4 cái bút.
Chọn đáp án:Hoa có nhiều hơn Mai 4 cái bút"
810,"<s>[INST]Hoa đếm được trên cây có 15 quả bưởi. Hoa hái xuống 2 quả để ăn. Mẹ Hoa hái thêm 2 quả nữa biếu ông bà nội. Trên cây còn lại số quả bưởi là:, các đáp án
11 quả bưởi
13 quả bưởi
19 quả bưởi
17 quả bưởi[/INST]</s>
Lời giải:Hoa đếm được trên cây có 15 quả bưởi. Hoa hái xuống 2 quả để ăn. Mẹ Hoa hái thêm 2 quả nữa biếu ông bà nội. Trên cây còn lại số quả bưởi là: 15 - 2 - 2 =11
Chọn đáp án:11 quả bưởi"
811,"<s>[INST]Hoa đi học từ 7 giờ 30 phút đến 11 giờ 30 phút. Thời gian học của Hoa là:, các đáp án
2 giờ 20 phút
5 giờ 40 phút
2 giờ 30 phút
4 giờ[/INST]</s>
Lời giải:Hoa đi học từ 7 giờ 30 phút đến 11 giờ 30 phút. 
 Thời gian học của Hoa là: 11 giờ 30 phút – 7 giờ 30 phút = 4 giờ.
Chọn đáp án:4 giờ"
812,"<s>[INST]Hoa mua 4 quyển vở và 2 cái bút mực hết 70000 đồng. Nếu Hoa mua 3 quyển vở và 3 cái bút mực thì hết 82500 đồng. Tỉ số phần trăm giá tiền quyển vở so với giá tiền bút mực là:, các đáp án
25%
32,5%
37,5%
43,5%[/INST]</s>
Lời giải:Hoa mua 4 quyển vở và 2 cái bút mực hết 70000 đồng 
 Vậy Hoa mua 12 quyển vở và 6 cái bút mực hết: 70000 ${\times}$ 3 = 210000 (đồng)
 Hoa mua 3 quyển vở và 3 cái bút mực thì hết 82500 đồng 
 Vậy Hoa mua 12 quyển vở và 12 cái bút mực hết: 82500 ${\times}$ 4 = 330000 (đồng)
 Giá tiền của 6 cái bút mực là: 330000 – 210000 = 120000 (đồng)
 Giá tiền của 1 cái bút mực là: 120000 : 6 = 20000 (đồng)
 Giá tiền của 4 quyển vở là: 70000 – 20000 ${\times}$ 2 = 30000 (đồng)
 Giá tiền của 1 quyển vở là: 30000 : 4 = 7500 (đồng)
 Tỉ số phần trăm giá tiền quyển vở so với giá tiền bút mực là:7500 : 20000 ${\times}$ 100% = 37,5%
 Đáp số: 37,5%
Chọn đáp án:37,5%"
813,"<s>[INST]Hôm nay cửa hàng của cô Hiền bán được 4 chai mật ong, mỗi chai đựng 1500 ml mật ong. Vậy số mật ong hôm nay cửa hàng của cô Hiền bán được là:, các đáp án
6 l
4 000 ml
2 500 ml
3 l[/INST]</s>
Lời giải:Hôm nay cửa hàng của cô Hiền bán được 4 chai mật ong, mỗi chai đựng 1500 ml mật ong.Số mật ong bán được : 4 ${\times}$ 1500 = 6000 ml = 6 l
Chọn đáp án:6 l"
814,"<s>[INST]Hôm nay là ngày 14 tháng 4. Vậy 4 ngày nữa là ngày:, các đáp án
18
19
20
21[/INST]</s>
Lời giải:14 + 4 = 18, 18 < 31 và 31 nên chưa qua tháng mới.
Chọn đáp án:18"
815,"<s>[INST]Hôm nay là ngày 2 tháng 9. Cách đây 4 ngày, gia đình An có về quê thăm ông bà. Vậy gia đình An về thăm ông bà ngày mấy tháng mấy?, các đáp án
Ngày 27 tháng 8
Ngày 28 tháng8
Ngày 29 tháng 8
Ngày 30 tháng 8[/INST]</s>
Lời giải:Hôm qua là ngày 1 tháng 9
 Vì tháng 8 có 31 ngày nên gia đình An về thăm ông bà ngày 29 tháng 8
Chọn đáp án:Ngày 29 tháng 8"
816,"<s>[INST]Hôm nay là ngày 28 tháng 5. Còn 5 ngày nữa An sẽ tham dự trại hè do thành phố tổ chức. Hỏi An sẽ tham dự trại hè vào ngày nào?, các đáp án
gày 1 tháng 6
gày 2 tháng 6
gày 3 tháng 6
gày 4 tháng 6[/INST]</s>
Lời giải:Tháng 5 có 31 ngày. Hôm nay là ngày 28 tháng 5. Còn 5 ngày nữa An sẽ tham dự trại hè do thành phố tổ chức. Vậy An sẽ tham dự trại hè vào ngày 2 tháng 6.
Chọn đáp án:gày 2 tháng 6"
817,"<s>[INST]“3,2m3 = …….dm3”. Số thích hợp điền vào chỗ chấm là:, các đáp án
32000
3200
320
32[/INST]</s>
Lời giải:3,2m3 = 3,2 ${\times}$ 1000 dm3 = 3200dm3.
Chọn đáp án:3200"
818,"<s>[INST]Hôm nay là ngày 29 tháng 2. Vậy ngày kia là:, các đáp án
Ngày 1 tháng 3
Ngày 2 tháng 3
Ngày 3 tháng 3
Ngày 4 tháng 3[/INST]</s>
Lời giải:Hôm nay là ngày 29 tháng 2. Tháng 2 có 29 ngày. Vậy ngày kia là ngày 2 tháng 3
Chọn đáp án:Ngày 2 tháng 3"
819,"<s>[INST]Hôm nay là ngày 29 tháng 2. Vậy ngày mai là:, các đáp án
Ngàu 30 tháng 2
Ngày 31 tháng 2
Ngày 1 tháng 3
Ngày 2 tháng 3[/INST]</s>
Lời giải:nan
Chọn đáp án:Ngày 1 tháng 3"
820,"<s>[INST]Hôm nay là ngày 29 tháng 5. Sáng ngày kia, bố Hà sẽ đưa cả gia đình đi tham quan Hội An. Vậy gia đình Hà sẽ đi tham quan Hội An vào:, các đáp án
Ngày 31 tháng 5
Ngày 1 tháng 6
Ngày 2 tháng 6
Ngày 3 tháng 6[/INST]</s>
Lời giải:Tháng 5 có 31 ngày. Sáng ngày kia là ngày 31 tháng 5.
Chọn đáp án:Ngày 31 tháng 5"
821,"<s>[INST]Hôm nay là ngày 29 tháng 7. Còn 4 ngày nữa là mẹ An sẽ trở về Việt Nam sau bao tháng ngày xa gia đình. An sẽ được gặp lại mẹ vào:, các đáp án
Ngày 1 tháng 8
Ngày 2 tháng 8
Ngày 3 tháng 8
Ngày 4 tháng 8[/INST]</s>
Lời giải:nan
Chọn đáp án:Ngày 2 tháng 8"
822,"<s>[INST]Hôm nay là ngày 30 tháng 7. Còn 4 hôm nữa là Hà sẽ được về quê thăm ông bà. Vậy Hà sẽ về quê thăm ông bà ngày mấy tháng mấy?, các đáp án
Ngày 3 tháng 8
Ngày 4 tháng8
Ngày 5 tháng 8
Ngày 6 tháng 8[/INST]</s>
Lời giải:Tháng 7 có 31 ngày. Hôm nay là ngày 30 tháng 7, ngày mai là ngày 31 tháng 7. Vậy Hà về thăm ông bà là ngày 3 tháng 8.
Chọn đáp án:Ngày 3 tháng 8"
823,"<s>[INST]Hôm nay là thứ ba ngày 15. Một tuần nữa là kiểm tra cuối học kì 1. Bài kiểm tra cuối học kì 1 sẽ diễn ra vào:, các đáp án
Thứ Ba ngày 22
Thứ Hai ngày 8
Thứ Tư ngày 23
Thứ Ba ngày 12[/INST]</s>
Lời giải:Một tuần nữa vẫn là thứ Ba, ngày: $15 + 7 = 22$
 Vậy bài kiểm tra cuối học kì 1 sẽ diễn ra vào: Thứ Ba ngày 22.
Chọn đáp án:Thứ Ba ngày 22"
824,"<s>[INST]Hôm nay là thứ ba ngày 16 tháng 7. Thứ ba tuần sau là ngày:, các đáp án
20 tháng 7
23 tháng 7
26 tháng 7
30 tháng 7[/INST]</s>
Lời giải:nan
Chọn đáp án:23 tháng 7"
825,"<s>[INST]Hôm nay là thứ Ba, ngày 29 tháng 2. Vậy ngày 1 tháng 3 là:, các đáp án
Thứ Tư
Thứ Năm
Thứ Sáu
Thứ Bảy[/INST]</s>
Lời giải:nan
Chọn đáp án:Thứ Tư"
826,"<s>[INST]Hôm nay là thứ Bảy ngày 26 tháng 3. Vậy thứ Năm tuần trước là ngày mấy tháng 3?, các đáp án
Ngày 16
Ngày 17
Ngày 18
Ngày 19[/INST]</s>
Lời giải:nan
Chọn đáp án:Ngày 17"
827,"<s>[INST]Hôm nay là thứ hai, ngày 14 tháng 8. Thứ hai tuần trước là:, các đáp án
ngày 6 tháng 8
ngày 7 tháng 8
ngày 8 tháng 8
ngày 9 tháng 8[/INST]</s>
Lời giải:nan
Chọn đáp án:ngày 7 tháng 8"
828,"<s>[INST]“30m350dm3 = …...m3”. Số thích hợp cần điền vào chỗ chấm là:, các đáp án
3050
30050
30,05
30,5[/INST]</s>
Lời giải:30m350dm3 = 30m3 + 0,05m3 = 30,05 m3
Chọn đáp án:30,05"
829,"<s>[INST]Hôm nay là thứ Hai, ngày 27 tháng 3. Còn 1 tuần nữa là đến sinh nhật Mai. Vậy sinh nhật Mai là:, các đáp án
Thứ Hai, ngày 4 tháng 4
Thứ Hai, ngày 3 tháng 4
Thứ Ba, ngày 2 tháng 4
Thứ Ba, ngày 5 tháng 4[/INST]</s>
Lời giải:Tháng 3 có 31 ngày nên ngày 31 là thứ sáu nên thứ hai là ngày 3 tháng 4
Chọn đáp án:Thứ Hai, ngày 3 tháng 4"
830,"<s>[INST]Hôm nay là thứ Hai, ngày 3 tháng 4. Vậy thứ Hai tuần trước là ngày mấy tháng mấy?, các đáp án
Ngày 27 tháng 3
Ngày 28 tháng 3
Ngày 29 tháng 3
Ngày 30 tháng 3[/INST]</s>
Lời giải:Thứ 2 tuần trước đến thứ 2 tuần này cách nhau 7 ngày.
 Tháng 4 có 30 ngày nên thứ Hai tuần trước là ngày 27 tháng 3.
Chọn đáp án:Ngày 27 tháng 3"
831,"<s>[INST]Hôm nay là thứ Năm, ngày 28 tháng 7. Còn 1 tuần nữa là đến sinh nhật Hiền. Sinh nhật Hiền là thứ mấy ngày mấy tháng mấy?, các đáp án
Thứ Năm, ngày 5 tháng 8
Thứ Năm, ngày 21 tháng 7
Thứ Tư, ngày 3 tháng 8
Thứ Năm, ngày 4 tháng 8[/INST]</s>
Lời giải:nan
Chọn đáp án:Thứ Năm, ngày 4 tháng 8"
